id,class,family,family_cname,cname,name,fullname,is_endemic,iucn_category,source
380495,鳥綱,Caprimulgidae,夜鷹科,南亞夜鷹(臺灣亞種),Caprimulgus affinis stictomus,"Caprimulgus affinis stictomus Horsfield, 1821 ",1,LC,原生
430650,鳥綱,Caprimulgidae,夜鷹科,普通夜鷹,Caprimulgus jotaka jotaka,"Caprimulgus jotaka jotaka Latham, 1790 ",0,NA,原生
404559,鳥綱,Fringillidae,雀科,普通朱雀,Carpodacus erythrinus grebnitskii,"Carpodacus erythrinus grebnitskii Stejneger, 1885 ",0,NA,原生
425192,鳥綱,Fringillidae,雀科,臺灣朱雀,Carpodacus formosanus,"Carpodacus formosanus Ogilvie-Grant, 1911 ",1,LC,原生
428604,鳥綱,Fringillidae,雀科,北朱雀,Carpodacus roseus roseus,"Carpodacus roseus roseus Pallas, 1776 ",0,NA,原生
435239,鳥綱,Fringillidae,雀科,酒紅朱雀,Carpodacus vinaceus vinaceus,"Carpodacus vinaceus vinaceus Verreaux, 1871 ",0,NA,原生
404560,鳥綱,Hirundinidae,燕科,金腰燕,Cecropis daurica japonica,"Cecropis daurica japonica Temminck & Schlegel, 1845 ",0,NA,原生
404561,鳥綱,Hirundinidae,燕科,赤腰燕,Cecropis striolata striolata,"Cecropis striolata striolata Schlegel, 1844 ",0,NA,原生
380278,鳥綱,Cuculidae,杜鵑科,番鵑,Centropus bengalensis lignator,"Centropus bengalensis lignator Swinhoe, 1861 ",0,NA,原生
432250,鳥綱,Cuculidae,杜鵑科,褐翅鴉鵑,Centropus sinensis sinensis,"Centropus sinensis sinensis Stephens, 1815 ",0,NA,原生
432253,鳥綱,Alcedinidae,翠鳥科,斑翡翠,Ceryle rudis insignis,"Ceryle rudis insignis Hartert, E, 1910 ",0,NA,原生
432254,鳥綱,Alcedinidae,翠鳥科,黑背三趾翠鳥,Ceyx erithaca erithaca,"Ceyx erithaca erithaca Linnaeus, 1758 ",0,NA,原生
435207,鳥綱,Alcedinidae,翠鳥科,赤背三趾翠鳥,Ceyx rufidorsa motleyi,"Ceyx rufidorsa motleyi Chasen & Kloss, 1929 ",0,NA,原生
380261,鳥綱,Columbidae,鳩鴿科,翠翼鳩,Chalcophaps indica indica,"Chalcophaps indica indica Linnaeus, 1758 ",0,NA,原生
432228,鳥綱,Charadriidae,鴴科,東方環頸鴴(指名亞種),Charadrius alexandrinus alexandrinus,"Charadrius alexandrinus alexandrinus Linnaeus, 1758 ",0,LC,原生
435242,鳥綱,Charadriidae,鴴科,東方環頸鴴(日本亞種),Charadrius alexandrinus nihonensis,"Charadrius alexandrinus nihonensis Swinhoe, 1870 ",0,NA,原生
420005,鳥綱,Charadriidae,鴴科,白臉鴴,Charadrius dealbatus,"Charadrius dealbatus Swinhoe, 1870 ",0,NA,原生
380139,鳥綱,Charadriidae,鴴科,小環頸鴴,Charadrius dubius curonicus,"Charadrius dubius curonicus Gmelin, JF, 1789 ",0,NA,原生
380140,鳥綱,Charadriidae,鴴科,環頸鴴,Charadrius hiaticula tundrae,"Charadrius hiaticula tundrae Lowe, PR, 1915 ",0,NA,原生
380141,鳥綱,Charadriidae,鴴科,鐵嘴鴴,Charadrius leschenaultii leschenaultii,"Charadrius leschenaultii leschenaultii Lesson, 1826 ",0,NA,原生
380142,鳥綱,Charadriidae,鴴科,蒙古鴴(指名亞種),Charadrius mongolus mongolus,"Charadrius mongolus mongolus Pallas, 1776 ",0,LC,原生
420280,鳥綱,Charadriidae,鴴科,蒙古鴴(堪察加亞種),Charadrius mongolus stegmanni,"Charadrius mongolus stegmanni Portenko, 1939 ",0,LC,原生
380143,鳥綱,Charadriidae,鴴科,劍鴴,Charadrius placidus,"Charadrius placidus Gray & Gray, 1863 ",0,NA,原生
380144,鳥綱,Charadriidae,鴴科,東方紅胸鴴,Charadrius veredus,"Charadrius veredus Gould, 1848 ",0,NA,原生
404564,鳥綱,Laridae,鷗科,黑腹燕鷗,Chlidonias hybrida hybrida,"Chlidonias hybrida hybrida Pallas, 1811 ",0,NA,原生
380167,鳥綱,Laridae,鷗科,白翅黑燕鷗,Chlidonias leucopterus,"Chlidonias leucopterus Temminck, 1815 ",0,LC,原生
380168,鳥綱,Laridae,鷗科,黑浮鷗,Chlidonias niger niger,"Chlidonias niger niger Linnaeus, 1758 ",0,NA,原生
425191,鳥綱,Fringillidae,雀科,金翅雀(日本亞種),Chloris sinica kawarahiba,"Chloris sinica kawarahiba Temminck, 1836 ",0,LC,原生
432299,鳥綱,Fringillidae,雀科,金翅雀(中國亞種),Chloris sinica sinica,"Chloris sinica sinica Linnaeus, 1766 ",0,NA,原生
443090,鳥綱,Irenidae,和平鳥科,橙腹葉鵯,Chloropsis hardwickii,"Chloropsis hardwickii Jardine & Selby, 1830 ",0,NA,歸化
419701,鳥綱,Laridae,鷗科,棕頭鷗,Chroicocephalus brunnicephalus,"Chroicocephalus brunnicephalus Jerdon, 1840 ",0,NA,原生
428567,鳥綱,Laridae,鷗科,細嘴鷗,Chroicocephalus genei,"Chroicocephalus genei Breme, 1839 ",0,NA,原生
432240,鳥綱,Laridae,鷗科,澳洲紅嘴鷗,Chroicocephalus novaehollandiae forsteri,"Chroicocephalus novaehollandiae forsteri Mathews, 1912 ",0,NA,原生
419699,鳥綱,Laridae,鷗科,紅嘴鷗,Chroicocephalus ridibundus,"Chroicocephalus ridibundus Linnaeus, 1766 ",0,LC,原生
443091,鳥綱,Phasianidae,雉科,紅腹錦雞,Chrysolophus pictus,"Chrysolophus pictus Linnaeus, 1758 ",0,NA,歸化
404565,鳥綱,Ciconiidae,鸛科,東方白鸛,Ciconia boyciana,"Ciconia boyciana Swinhoe, 1873 ",0,EN,原生
380153,鳥綱,Ciconiidae,鸛科,黑鸛,Ciconia nigra,"Ciconia nigra Linnaeus, 1758 ",0,NA,原生
380311,鳥綱,Cinclidae,河烏科,河烏,Cinclus pallasii pallasii,"Cinclus pallasii pallasii Temminck, 1820 ",0,NA,原生
428601,鳥綱,Nectariniidae,吸蜜鳥科,黃腹花蜜鳥,Cinnyris jugularis rhizophorae,"Cinnyris jugularis rhizophorae Swinhoe, 1869 ",0,NA,原生
435206,鳥綱,Accipitridae,鷹科,西方澤鵟,Circus aeruginosus,"Circus aeruginosus Linnaeus, 1758 ",0,NA,原生
380108,鳥綱,Accipitridae,鷹科,灰澤鵟,Circus cyaneus cyaneus,"Circus cyaneus cyaneus Linnaeus, 1766 ",0,NA,原生
380109,鳥綱,Accipitridae,鷹科,花澤鵟,Circus melanoleucos,"Circus melanoleucos Pennant, 1769 ",0,NA,原生
421025,鳥綱,Accipitridae,鷹科,東方澤鵟,Circus spilonotus,"Circus spilonotus Kaup, 1847 ",0,NA,原生
380312,鳥綱,Cisticolidae,扇尾鶯科,黃頭扇尾鶯,Cisticola exilis volitans,"Cisticola exilis volitans Swinhoe, 1859 ",1,LC,原生
380313,鳥綱,Cisticolidae,扇尾鶯科,棕扇尾鶯,Cisticola juncidis tinnabulans,"Cisticola juncidis tinnabulans Swinhoe, 1859 ",0,NA,原生
380279,鳥綱,Cuculidae,杜鵑科,冠郭公,Clamator coromandus,"Clamator coromandus Linnaeus, 1766 ",0,NA,原生
428570,鳥綱,Cuculidae,杜鵑科,斑翅鳳頭鵑,Clamator jacobinus pica,"Clamator jacobinus pica Hemprich & Ehrenberg, 1833 ",0,NA,原生
427287,鳥綱,Accipitridae,鷹科,花鵰,Clanga clanga,"Clanga clanga Pallas, 1811 ",0,NA,原生
428561,鳥綱,Anatidae,雁鴨科,長尾鴨,Clangula hyemalis,"Clangula hyemalis Linnaeus, 1758 ",0,NA,原生
380341,鳥綱,Fringillidae,雀科,臘嘴雀,Coccothraustes coccothraustes japonicus,"Coccothraustes coccothraustes japonicus Temminck & Schlegel, 1848 ",0,NA,原生
380262,鳥綱,Columbidae,鳩鴿科,黑林鴿,Columba janthina janthina,"Columba janthina janthina Temminck, 1830 ",0,NA,原生
404566,鳥綱,Columbidae,鳩鴿科,岩鴿,Columba livia,"Columba livia Gmelin, 1789 ",0,NA,歸化
380263,鳥綱,Columbidae,鳩鴿科,灰林鴿,Columba pulchricollis,"Columba pulchricollis Blyth, 1846 ",0,LC,原生
435201,鳥綱,Columbidae,鳩鴿科,白喉林鴿,Columba vitiensis,"Columba vitiensis Quoy & Gaimard, 1830 ",0,NA,原生
419423,鳥綱,Muscicapidae,鶲科,白腰鵲鴝,Copsychus malabaricus,"Copsychus malabaricus Scopoli, 1786 ",0,NA,歸化
432289,鳥綱,Muscicapidae,鶲科,鵲鴝(大陸亞種),Copsychus saularis saularis,"Copsychus saularis saularis Linnaeus, 1758 ",0,NA,原生
380317,鳥綱,Campephagidae,山椒鳥科,花翅山椒,Coracina macei rexpineti,"Coracina macei rexpineti Swinhoe, 1863 ",0,NA,原生
404567,鳥綱,Corvidae,鴉科,小嘴烏鴉,Corvus corone orientalis,"Corvus corone orientalis Eversmann, 1841 ",0,NA,原生
380319,鳥綱,Corvidae,鴉科,東方寒鴉,Corvus dauuricus,"Corvus dauuricus Pallas, 1776 ",0,NA,原生
380320,鳥綱,Corvidae,鴉科,禿鼻鴉,Corvus frugilegus pastinator,"Corvus frugilegus pastinator Gould, 1845 ",0,NA,原生
380321,鳥綱,Corvidae,鴉科,巨嘴鴉,Corvus macrorhynchos colonorum,"Corvus macrorhynchos colonorum Swinhoe, 1864 ",0,NA,原生
404568,鳥綱,Corvidae,鴉科,玉頸鴉,Corvus pectoralis,"Corvus pectoralis Gould, 1836 ",0,VU,原生
404569,鳥綱,Corvidae,鴉科,家烏鴉,Corvus splendens insolens,"Corvus splendens insolens Hume, 1874 ",0,NA,原生
380288,鳥綱,Phasianidae,雉科,鵪鶉,Coturnix japonica,"Coturnix japonica Temminck & Schlegel, 1849 ",0,NA,原生
380280,鳥綱,Cuculidae,杜鵑科,大杜鵑,Cuculus canorus canorus,"Cuculus canorus canorus Linnaeus, 1758 ",0,NA,原生
404571,鳥綱,Cuculidae,杜鵑科,四聲杜鵑,Cuculus micropterus micropterus,"Cuculus micropterus micropterus Gould, 1838 ",0,NA,原生
420070,鳥綱,Cuculidae,杜鵑科,北方中杜鵑,Cuculus optatus,"Cuculus optatus Gould, 1845 ",0,NA,原生
380281,鳥綱,Cuculidae,杜鵑科,小杜鵑,Cuculus poliocephalus,"Cuculus poliocephalus Latham, 1790 ",0,NA,原生
420935,鳥綱,Cuculidae,杜鵑科,喜馬拉雅中杜鵑,Cuculus saturatus,"Cuculus saturatus Blyth, 1843 ",0,LC,原生
404572,鳥綱,Stenostiridae,細嘴鶲科,方尾鶲,Culicicapa ceylonensis calochrysea,"Culicicapa ceylonensis calochrysea Oberholser, 1923 ",0,NA,原生
444668,鳥綱,Sylviidae,鶯科,白喉林鶯,Curruca curruca,"Curruca curruca Linnaeus, 1758 ",0,NA,原生
444669,鳥綱,Sylviidae,鶯科,漠地林鶯,Curruca nana,"Curruca nana Ehrenberg, 1833 ",0,NA,原生
428592,鳥綱,Timaliidae,畫眉科,山紅頭,Cyanoderma ruficeps praecognitum,"Cyanoderma ruficeps praecognitum Swinhoe, 1866 ",1,LC,原生
425198,鳥綱,Corvidae,鴉科,灰喜鵲,Cyanopica cyanus,"Cyanopica cyanus Pallas, 1776 ",0,NA,原生
430642,鳥綱,Muscicapidae,鶲科,琉璃藍鶲,Cyanoptila cumatilis,"Cyanoptila cumatilis Thayer & Bangs, 1909 ",0,NA,原生
419687,鳥綱,Muscicapidae,鶲科,白腹琉璃,Cyanoptila cyanomelana cyanomelana,"Cyanoptila cyanomelana cyanomelana Temminck, 1829 ",0,NA,原生
432207,鳥綱,Anatidae,雁鴨科,黑天鵝,Cygnus atratus,"Cygnus atratus Latham, 1790 ",0,NA,歸化
380082,鳥綱,Anatidae,雁鴨科,小天鵝,Cygnus columbianus bewickii,"Cygnus columbianus bewickii Yarrell, 1830 ",0,NA,原生
380083,鳥綱,Anatidae,雁鴨科,大天鵝,Cygnus cygnus,"Cygnus cygnus Linnaeus, 1758 ",0,NA,原生
380084,鳥綱,Anatidae,雁鴨科,疣鼻天鵝,Cygnus olor,"Cygnus olor Gmelin, 1789 ",0,NA,原生
425226,鳥綱,Muscicapidae,鶲科,白喉林鶲,Cyornis brunneatus,"Cyornis brunneatus Slater, 1897 ",0,NA,原生
444646,鳥綱,Muscicapidae,鶲科,中華藍仙鶲,Cyornis glaucicomans,"Cyornis glaucicomans Thayer & Bangs, 1909 ",0,NA,原生
432290,鳥綱,Muscicapidae,鶲科,海南藍仙鶲,Cyornis hainanus,"Cyornis hainanus Ogilvie-Grant, 1900 ",0,NA,原生
444675,鳥綱,Muscicapidae,鶲科,山藍仙鶲,Cyornis whitei,"Cyornis whitei Harington, 1908 ",0,NA,原生
432272,鳥綱,Hirundinidae,燕科,東方毛腳燕(日本亞種),Delichon dasypus dasypus,"Delichon dasypus dasypus Bonaparte, 1850 ",0,NA,原生
380361,鳥綱,Hirundinidae,燕科,東方毛腳燕(臺灣亞種),Delichon dasypus nigrimentale,"Delichon dasypus nigrimentale Hartert, 1910 ",0,LC,原生
428572,鳥綱,Hirundinidae,燕科,白腹毛腳燕,Delichon urbicum lagopodum,"Delichon urbicum lagopodum Linnaeus, 1758 ",0,NA,原生
380323,鳥綱,Corvidae,鴉科,樹鵲(臺灣亞種),Dendrocitta formosae formosae,"Dendrocitta formosae formosae Swinhoe, 1863 ",1,LC,原生
432271,鳥綱,Corvidae,鴉科,樹鵲(大陸亞種),Dendrocitta formosae sinica,"Dendrocitta formosae sinica Stresemann, 1913 ",0,NA,原生
380492,鳥綱,Picidae,啄木鳥科,大赤啄木,Dendrocopos leucotos insularis,"Dendrocopos leucotos insularis Gould, 1863 ",1,NT,原生
380092,鳥綱,Anatidae,雁鴨科,樹鴨,Dendrocygna javanica,"Dendrocygna javanica Horsfield, 1821 ",0,NA,原生
380424,鳥綱,Motacillidae,鶺鴒科,山鶺鴒,Dendronanthus indicus,"Dendronanthus indicus J. F. Gmelin, 1789 ",0,NA,原生
428600,鳥綱,Dicaeidae,啄花科,紅胸啄花,Dicaeum ignipectus formosum,"Dicaeum ignipectus formosum Ogilvie-Grant, 1912 ",1,LC,原生
425199,鳥綱,Dicaeidae,啄花科,綠啄花,Dicaeum minullum uchidai,"Dicaeum minullum uchidai Kuroda, 1920 ",1,LC,原生
380324,鳥綱,Dicruridae,卷尾科,小卷尾,Dicrurus aeneus braunianus,"Dicrurus aeneus braunianus Swinhoe, 1863 ",1,LC,原生
427290,鳥綱,Dicruridae,卷尾科,鴉嘴卷尾,Dicrurus annectans,"Dicrurus annectans Hodgson, 1836 ",0,NA,原生
404575,鳥綱,Dicruridae,卷尾科,髮冠卷尾,Dicrurus hottentottus brevirostris,"Dicrurus hottentottus brevirostris Cabanis, 1851 ",0,NA,原生
380325,鳥綱,Dicruridae,卷尾科,灰卷尾,Dicrurus leucophaeus leucogenis,"Dicrurus leucophaeus leucogenis Walden, 1870 ",0,NA,原生
380326,鳥綱,Dicruridae,卷尾科,大卷尾(福建亞種),Dicrurus macrocercus cathoecus,"Dicrurus macrocercus cathoecus Swinhoe, 1871 ",0,NA,原生
420271,鳥綱,Dicruridae,卷尾科,大卷尾(臺灣亞種),Dicrurus macrocercus harterti,"Dicrurus macrocercus harterti Baker, ECS, 1918 ",1,LC,原生
380128,鳥綱,Ardeidae,鷺科,唐白鷺,Egretta eulophotes,"Egretta eulophotes Swinhoe, 1860 ",0,VU,原生
380129,鳥綱,Ardeidae,鷺科,小白鷺,Egretta garzetta garzetta,"Egretta garzetta garzetta Linnaeus, 1766 ",0,NA,原生
432220,鳥綱,Ardeidae,鷺科,白臉鷺,Egretta novaehollandiae novaehollandiae,"Egretta novaehollandiae novaehollandiae Latham, 1790 ",0,NA,原生
404577,鳥綱,Ardeidae,鷺科,白頸黑鷺,Egretta picata,"Egretta picata Gould, 1845 ",0,NA,原生
380131,鳥綱,Ardeidae,鷺科,岩鷺,Egretta sacra sacra,"Egretta sacra sacra J. F. Gmelin, 1789 ",0,NA,原生
404578,鳥綱,Accipitridae,鷹科,黑翅鳶,Elanus caeruleus vociferus,"Elanus caeruleus vociferus Latham, 1790 ",0,NA,原生
380342,鳥綱,Emberizidae,鵐科,金鵐,Emberiza aureola ornata,"Emberiza aureola ornata Shulpin, 1928 ",0,NA,原生
419666,鳥綱,Emberizidae,鵐科,褐頭鵐,Emberiza bruniceps,"Emberiza bruniceps von Brandt, 1841 ",0,NA,原生
380344,鳥綱,Emberizidae,鵐科,黃眉鵐,Emberiza chrysophrys,"Emberiza chrysophrys Pallas, 1776 ",0,LC,原生
380345,鳥綱,Emberizidae,鵐科,草鵐,Emberiza cioides castaneiceps,"Emberiza cioides castaneiceps Moore, F, 1856 ",0,NA,原生
380346,鳥綱,Emberizidae,鵐科,黃喉鵐,Emberiza elegans elegans,"Emberiza elegans elegans Temminck, 1836 ",0,NA,原生
380347,鳥綱,Emberizidae,鵐科,赤胸鵐(指名亞種),Emberiza fucata fucata,"Emberiza fucata fucata Pallas, 1776 ",0,NA,原生
420246,鳥綱,Emberizidae,鵐科,赤胸鵐(掛墩亞種),Emberiza fucata kuatunensis,"Emberiza fucata kuatunensis La Touche, 1925 ",0,NA,原生
444651,鳥綱,Emberizidae,鵐科,圃鵐,Emberiza hortulana,Emberiza hortulana Linnaeus 1785 ,0,NA,原生
420230,鳥綱,Emberizidae,鵐科,冠鵐,Emberiza lathami,"Emberiza lathami J. E. Gray, 1831 ",0,NA,原生
404579,鳥綱,Emberizidae,鵐科,白頭鵐,Emberiza leucocephalos leucocephalos,"Emberiza leucocephalos leucocephalos Gmelin, SG, 1771 ",0,NA,原生
404580,鳥綱,Emberizidae,鵐科,黑頭鵐,Emberiza melanocephala,"Emberiza melanocephala Scopoli, 1769 ",0,NA,原生
380348,鳥綱,Emberizidae,鵐科,葦鵐,Emberiza pallasi polaris,"Emberiza pallasi polaris von Middendorff, 1853 ",0,NA,原生
380349,鳥綱,Emberizidae,鵐科,小鵐,Emberiza pusilla,"Emberiza pusilla Pallas, 1776 ",0,LC,原生
380350,鳥綱,Emberizidae,鵐科,田鵐,Emberiza rustica,"Emberiza rustica Pallas, 1776 ",0,NA,原生
380351,鳥綱,Emberizidae,鵐科,鏽鵐,Emberiza rutila,"Emberiza rutila Pallas, 1776 ",0,LC,原生
380352,鳥綱,Emberizidae,鵐科,蘆鵐(疆西亞種),Emberiza schoeniclus pallidior,"Emberiza schoeniclus pallidior Hartert, E, 1904 ",0,NA,原生
420245,鳥綱,Emberizidae,鵐科,黑臉鵐(日本亞種),Emberiza spodocephala personata,"Emberiza spodocephala personata Temminck, 1836 ",0,LC,原生
425200,鳥綱,Emberizidae,鵐科,黑臉鵐(華南亞種),Emberiza spodocephala sordida,"Emberiza spodocephala sordida Blyth, 1844 ",0,LC,原生
380353,鳥綱,Emberizidae,鵐科,黑臉鵐(指名亞種),Emberiza spodocephala spodocephala,"Emberiza spodocephala spodocephala Pallas, 1776 ",0,LC,原生
432180,鳥綱,Emberizidae,鵐科,白頂鵐,Emberiza stewarti,"Emberiza stewarti Blyth, 1854 ",0,NA,原生
404581,鳥綱,Emberizidae,鵐科,野鵐,Emberiza sulphurata,"Emberiza sulphurata Temminck & Schlegel, 1848 ",0,VU,原生
380354,鳥綱,Emberizidae,鵐科,白眉鵐,Emberiza tristrami,"Emberiza tristrami Swinhoe, 1870 ",0,LC,原生
404582,鳥綱,Emberizidae,鵐科,灰鵐,Emberiza variabilis,"Emberiza variabilis Temminck, 1836 ",0,NA,原生
427298,鳥綱,Emberizidae,鵐科,紅頸葦鵐,Emberiza yessoensis continentalis,"Emberiza yessoensis continentalis Witherby, 1913 ",0,NA,原生
380375,鳥綱,Muscicapidae,鶲科,小剪尾,Enicurus scouleri fortis,"Enicurus scouleri fortis Hartert, 1910 ",1,VU,原生
380355,鳥綱,Fringillidae,雀科,小桑鳲,Eophona migratoria migratoria,"Eophona migratoria migratoria Hartert, 1903 ",0,NA,原生
432300,鳥綱,Fringillidae,雀科,桑鳲(日本亞種),Eophona personata magnirostris,"Eophona personata magnirostris Hartert, E, 1896 ",0,NA,原生
380356,鳥綱,Fringillidae,雀科,桑鳲(中國亞種),Eophona personata personata,"Eophona personata personata Temminck & Schlegel, 1848 ",0,NA,原生
419432,鳥綱,Psittacidae,鸚鵡科,紅色吸蜜鸚鵡,Eos bornea,"Eos bornea Linnaeus, 1758 ",0,NA,歸化
425240,鳥綱,Vireonidae,綠鵙科,綠畫眉,Erpornis zantholeuca griseiloris,"Erpornis zantholeuca griseiloris Stresemann, 1923 ",0,NA,原生
444671,鳥綱,Timaliidae,畫眉科,大彎嘴,Erythrogenys erythrocnemis,"Erythrogenys erythrocnemis Gould, 1863 ",1,LC,原生
419420,鳥綱,Estrildidae,梅花雀科,橫斑梅花雀,Estrilda astrild,"Estrilda astrild Linnaeus, 1758 ",0,NA,歸化
404584,鳥綱,Estrildidae,梅花雀科,橙頰梅花雀,Estrilda melpoda melpoda,"Estrilda melpoda melpoda Vieillot, 1817 ",0,NA,歸化
404585,鳥綱,Cuculidae,杜鵑科,噪鵑,Eudynamys scolopaceus chinensis,"Eudynamys scolopaceus chinensis Cabanis & Heine, 1863 ",0,NA,原生
404586,鳥綱,Muscicapidae,鶲科,銅藍鶲,Eumyias thalassinus thalassinus,"Eumyias thalassinus thalassinus Swainson, 1838 ",0,NA,原生
419848,鳥綱,Estrildidae,梅花雀科,白喉文鳥,Euodice malabarica,"Euodice malabarica Linnaeus, 1758 ",NA,NA,歸化
432257,鳥綱,Coraciidae,佛法僧科,佛法僧,Eurystomus orientalis cyanocollis,"Eurystomus orientalis cyanocollis Sharpe, 1890 ",0,NA,原生
404587,鳥綱,Falconidae,隼科,紅腳隼,Falco amurensis,"Falco amurensis Radde, 1863 ",0,NA,原生
380154,鳥綱,Falconidae,隼科,灰背隼(普通亞種),Falco columbarius insignis,"Falco columbarius insignis Clark, AH, 1907 ",0,NA,原生
420285,鳥綱,Falconidae,隼科,灰背隼(太平洋亞種),Falco columbarius pacificus,"Falco columbarius pacificus Stegmann, 1929 ",0,NA,原生
404588,鳥綱,Falconidae,隼科,黃爪隼,Falco naumanni,"Falco naumanni Fleischer, 1818 ",0,NA,原生
380155,鳥綱,Falconidae,隼科,遊隼,Falco peregrinus calidus,"Falco peregrinus calidus Latham, 1790 ",0,LC,原生
432260,鳥綱,Falconidae,隼科,遊隼(菲律賓亞種),Falco peregrinus ernesti,"Falco peregrinus ernesti Sharpe, 1894 ",0,LC,原生
432259,鳥綱,Falconidae,隼科,遊隼(日本亞種),Falco peregrinus japonensis,"Falco peregrinus japonensis Gmelin, JF, 1788 ",0,LC,原生
420283,鳥綱,Falconidae,隼科,遊隼(赤胸隼),Falco peregrinus peregrinator,"Falco peregrinus peregrinator Sundevall, 1837 ",0,NA,原生
420284,鳥綱,Falconidae,隼科,燕隼(南方亞種),Falco subbuteo streichi,"Falco subbuteo streichi Hartert & Neumann, 1907 ",0,NA,原生
380156,鳥綱,Falconidae,隼科,燕隼(指名亞種),Falco subbuteo subbuteo,"Falco subbuteo subbuteo Linnaeus, 1758 ",0,NA,原生
420286,鳥綱,Falconidae,隼科,紅隼(普通亞種),Falco tinnunculus interstinctus,"Falco tinnunculus interstinctus McClelland, 1840 ",0,LC,原生
380157,鳥綱,Falconidae,隼科,紅隼(指名亞種),Falco tinnunculus tinnunculus,"Falco tinnunculus tinnunculus Linnaeus, 1758 ",0,LC,原生
419839,鳥綱,Muscicapidae,鶲科,紅喉鶲,Ficedula albicilla,"Ficedula albicilla Pallas, 1811 ",0,NA,原生
430641,鳥綱,Muscicapidae,鶲科,綠背姬鶲,Ficedula elisae,"Ficedula elisae Weigold, 1922 ",0,NA,原生
435235,鳥綱,Muscicapidae,鶲科,鏽胸藍姬鶲,Ficedula erithacus,"Ficedula erithacus Jerdon and Blyth, 1861 ",0,NA,原生
380378,鳥綱,Muscicapidae,鶲科,黃胸青鶲,Ficedula hyperythra innexa,"Ficedula hyperythra innexa Swinhoe, 1866 ",1,LC,原生
380379,鳥綱,Muscicapidae,鶲科,白眉黃鶲,Ficedula mugimaki,"Ficedula mugimaki Temminck, 1836 ",0,LC,原生
421110,鳥綱,Muscicapidae,鶲科,黃眉黃鶲,Ficedula narcissina,"Ficedula narcissina Temminck, 1835 ",0,LC,原生
444652,鳥綱,Muscicapidae,鶲科,琉球姬鶲,Ficedula owstoni,"Ficedula owstoni Bangs, 1901 ",0,NA,原生
420996,鳥綱,Muscicapidae,鶲科,紅胸鶲,Ficedula parva,"Ficedula parva Bechstein, 1792 ",0,NA,原生
432172,鳥綱,Muscicapidae,鶲科,橙胸姬鶲,Ficedula strophiata,"Ficedula strophiata Hodgson, 1837 ",0,NA,原生
380382,鳥綱,Muscicapidae,鶲科,白眉鶲,Ficedula zanthopygia,"Ficedula zanthopygia Hay, 1845 ",0,NA,原生
